Customer ID,Order Date,Ship Date,Ship Mode,Product ID,Category,Sub-Category,Product Name,Price
CG-13611,4/28/2017,5/2/2017,Standard Class,OFF-AR-10003056,Office Supplies,Art,Newell 341,2791
DV-14136,12/29/2017,1/2/2018,Standard Class,OFF-FA-10000089,Office Supplies,Fasteners,Acco Glide Clips,3568
CM-13746,12/29/2017,1/2/2018,Standard Class,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,3635
AS-11331,9/4/2017,9/6/2017,Second Class,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,4471
HE-15891,9/4/2017,9/6/2017,Second Class,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1703
CG-13612,3/21/2014,3/25/2014,Standard Class,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,1457
DV-14137,9/28/2017,10/4/2017,Standard Class,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,2683
CM-13747,1/19/2014,1/20/2014,First Class,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",2085
AS-11332,1/19/2014,1/20/2014,First Class,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",3732
HE-15892,1/19/2014,1/20/2014,First Class,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",4083
CG-13613,1/19/2014,1/20/2014,First Class,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,2161
DV-14138,2/14/2014,2/19/2014,Second Class,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",4232
CM-13748,6/9/2016,6/14/2016,Standard Class,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",4340
AS-11333,9/26/2014,9/27/2014,First Class,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",4488
HE-15893,9/26/2014,9/27/2014,First Class,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,4140
CG-13614,5/30/2016,6/4/2016,Standard Class,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,1801
DV-14139,12/19/2017,12/23/2017,Standard Class,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,1206
CM-13749,12/19/2017,12/23/2017,Standard Class,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,4173
AS-11334,12/19/2017,12/23/2017,Standard Class,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,4857
HE-15894,12/26/2017,12/26/2017,Same Day,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,4908
CG-13615,6/15/2017,6/18/2017,First Class,OFF-LA-10002312,Office Supplies,Labels,Avery 490,1708
DV-14140,6/15/2017,6/18/2017,First Class,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",2483
CM-13750,6/15/2017,6/18/2017,First Class,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,4550
AS-11335,11/20/2016,11/24/2016,Standard Class,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",4171
HE-15895,3/31/2014,4/4/2014,Standard Class,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,2216
CG-13616,10/8/2017,10/14/2017,Standard Class,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,4954
DV-14141,10/8/2017,10/14/2017,Standard Class,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,1325
CM-13751,10/8/2017,10/14/2017,Standard Class,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,3385
AS-11336,10/8/2017,10/14/2017,Standard Class,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,4012
HE-15896,1/30/2017,2/4/2017,Standard Class,FUR-CH-10002044,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",4547
CG-13617,12/12/2014,12/17/2014,Standard Class,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,2917
DV-14142,10/24/2015,10/29/2015,Standard Class,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,2144
CM-13752,4/1/2017,4/4/2017,Second Class,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,2592
AS-11337,4/1/2017,4/4/2017,Second Class,OFF-LA-10000262,Office Supplies,Labels,Avery 494,3200
HE-15897,4/1/2017,4/4/2017,Second Class,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,4410
CG-13618,4/1/2017,4/4/2017,Second Class,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",3335
DV-14143,1/26/2017,1/27/2017,First Class,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",4706
CM-13753,11/28/2014,11/28/2014,Same Day,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,1209
AS-11338,11/28/2014,11/28/2014,Same Day,OFF-LA-10002043,Office Supplies,Labels,Avery 489,1953
HE-15898,11/28/2014,11/28/2014,Same Day,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",1310
CG-13619,9/4/2015,9/8/2015,Standard Class,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,2685
DV-14144,6/12/2017,6/16/2017,Standard Class,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,4712
CM-13754,7/15/2017,7/18/2017,Second Class,OFF-AR-10001177,Office Supplies,Art,Newell 349,1964
AS-11339,7/15/2017,7/18/2017,Second Class,OFF-LA-10000634,Office Supplies,Labels,Avery 509,4109
HE-15899,7/15/2017,7/18/2017,Second Class,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,4444
CG-13620,7/15/2017,7/18/2017,Second Class,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,2896
DV-14145,7/15/2017,7/18/2017,Second Class,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,2488
CM-13755,11/2/2017,11/6/2017,Standard Class,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,1275
AS-11340,11/2/2017,11/6/2017,Standard Class,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,3997
HE-15900,11/2/2017,11/6/2017,Standard Class,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,2566
CG-13621,11/2/2017,11/6/2017,Standard Class,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,4146
DV-14146,10/8/2016,10/8/2016,Same Day,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,3618
CM-13756,4/8/2016,4/14/2016,Standard Class,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,1431
AS-11341,10/8/2015,10/12/2015,Standard Class,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",2285
HE-15901,5/15/2017,5/20/2017,Standard Class,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,4498
CG-13622,5/15/2017,5/20/2017,Standard Class,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,4685
DV-14147,2/24/2014,3/2/2014,Standard Class,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",2936
CM-13757,2/24/2014,3/2/2014,Standard Class,OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",1559
AS-11342,5/30/2015,6/1/2015,First Class,TEC-PH-10001795,Technology,Phones,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,1665
HE-15902,5/30/2015,6/1/2015,First Class,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",1775
CG-13623,5/30/2015,6/1/2015,First Class,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,2893
DV-14148,11/18/2016,11/21/2016,Second Class,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,4417
CM-13758,12/4/2017,12/9/2017,Standard Class,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,4700
AS-11343,12/4/2017,12/9/2017,Standard Class,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,2984
HE-15903,12/4/2017,12/9/2017,Standard Class,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,2914
CG-13624,12/4/2017,12/9/2017,Standard Class,OFF-PA-10002709,Office Supplies,Paper,Xerox 1956,3175
DV-14149,12/4/2017,12/9/2017,Standard Class,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,3464
CM-13759,6/5/2016,6/7/2016,First Class,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,4084
AS-11344,6/5/2016,6/7/2016,First Class,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,1350
HE-15904,12/10/2016,12/12/2016,First Class,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",1357
CG-13625,4/30/2017,5/5/2017,Standard Class,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,1669
DV-14150,4/24/2017,4/28/2017,Standard Class,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,4970
CM-13760,5/8/2015,5/10/2015,First Class,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,2982
AS-11345,3/31/2015,4/4/2015,Standard Class,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,2410
HE-15905,8/6/2017,8/11/2017,Standard Class,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,3256
CG-13626,12/2/2017,12/6/2017,Standard Class,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,1933
DV-14151,6/6/2016,6/7/2016,First Class,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,4416
CM-13761,6/6/2016,6/7/2016,First Class,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,1267
AS-11346,6/6/2016,6/7/2016,First Class,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,4425
HE-15906,6/6/2016,6/7/2016,First Class,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,3232
CG-13627,6/6/2016,6/7/2016,First Class,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,2213
DV-14152,6/6/2016,6/7/2016,First Class,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,4785
CM-13762,6/6/2016,6/7/2016,First Class,OFF-PA-10001534,Office Supplies,Paper,Xerox 230,1403
AS-11347,4/13/2015,4/20/2015,Standard Class,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,3196
HE-15907,5/22/2017,5/26/2017,Standard Class,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,3809
CG-13628,5/22/2017,5/26/2017,Standard Class,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2680
DV-14153,5/22/2017,5/26/2017,Standard Class,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,1448
CM-13763,12/19/2016,12/25/2016,Standard Class,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",2552
AS-11348,12/19/2016,12/25/2016,Standard Class,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",4027
HE-15908,12/19/2016,12/25/2016,Standard Class,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",4858
CG-13629,9/22/2017,9/26/2017,Standard Class,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",1560
DV-14154,9/7/2017,9/8/2017,First Class,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",3702
CM-13764,9/7/2017,9/8/2017,First Class,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,2297
AS-11349,11/28/2014,12/1/2014,First Class,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,1843
HE-15909,11/28/2014,12/1/2014,First Class,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,4081
CG-13630,11/12/2014,11/16/2014,Standard Class,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,3342
DV-14155,11/12/2014,11/16/2014,Standard Class,OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,1667
CM-13765,11/12/2014,11/16/2014,Standard Class,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,4586
AS-11350,11/12/2014,11/16/2014,Standard Class,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,2561
HE-15910,11/12/2014,11/16/2014,Standard Class,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,3159
CG-13631,10/2/2017,10/6/2017,Second Class,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",2257
DV-14156,12/14/2015,12/18/2015,Standard Class,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,1926
CM-13766,12/14/2015,12/18/2015,Standard Class,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",3250
AS-11351,12/6/2015,12/10/2015,Standard Class,OFF-PA-10000048,Office Supplies,Paper,Xerox 20,2197
HE-15911,12/6/2015,12/10/2015,Standard Class,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,3029
CG-13632,12/6/2015,12/10/2015,Standard Class,OFF-LA-10004853,Office Supplies,Labels,Avery 483,2851
DV-14157,3/31/2017,4/2/2017,Second Class,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,2981
CM-13767,3/31/2017,4/2/2017,Second Class,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,2112
AS-11352,3/31/2017,4/2/2017,Second Class,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,4572
HE-15912,3/13/2017,3/13/2017,Same Day,OFF-AR-10000799,Office Supplies,Art,Col-Erase Pencils with Erasers,1942
CG-13633,3/13/2017,3/13/2017,Same Day,TEC-MA-10002109,Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",3488
DV-14158,3/13/2017,3/13/2017,Same Day,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",4646
CM-13768,3/13/2017,3/13/2017,Same Day,FUR-CH-10003606,Furniture,Chairs,SAFCO Folding Chair Trolley,2046
AS-11353,3/13/2017,3/13/2017,Same Day,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,4478
HE-15913,3/13/2017,3/13/2017,Same Day,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,4843
CG-13634,3/13/2017,3/13/2017,Same Day,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,1498
DV-14159,12/5/2014,12/9/2014,Standard Class,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,3554
CM-13769,12/5/2014,12/9/2014,Standard Class,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,4204
AS-11354,12/5/2014,12/9/2014,Standard Class,OFF-PA-10003036,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",3189
HE-15914,12/5/2014,12/9/2014,Standard Class,TEC-PH-10001870,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,2168
CG-13635,12/5/2014,12/9/2014,Standard Class,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,4834
DV-14160,12/12/2016,12/16/2016,Standard Class,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",2080
CM-13770,12/12/2016,12/16/2016,Standard Class,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,3911
AS-11355,9/9/2017,9/14/2017,Second Class,OFF-AR-10003829,Office Supplies,Art,Newell 35,3403
HE-15915,9/9/2017,9/14/2017,Second Class,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,4612
CG-13636,9/9/2017,9/14/2017,Second Class,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,4134
DV-14161,10/4/2017,10/8/2017,Standard Class,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,3051
CM-13771,5/9/2016,5/13/2016,Standard Class,OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters,2572
AS-11356,12/15/2014,12/19/2014,Second Class,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,3794
HE-15916,11/30/2017,12/4/2017,Standard Class,OFF-ST-10002182,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black",1053
CG-13637,11/30/2017,12/4/2017,Standard Class,TEC-PH-10001468,Technology,Phones,Panasonic Business Telephones KX-T7736,3033
DV-14162,11/30/2017,12/4/2017,Standard Class,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,4572
CM-13772,3/19/2015,3/20/2015,First Class,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,4349
AS-11357,7/19/2014,7/24/2014,Standard Class,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",3277
HE-15917,12/8/2016,12/11/2016,Second Class,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",1676
CG-13638,12/8/2016,12/11/2016,Second Class,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,3795
DV-14163,10/13/2014,10/18/2014,Second Class,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",1888
CM-13773,10/13/2014,10/18/2014,Second Class,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,3053
AS-11358,11/19/2017,11/25/2017,Standard Class,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',1973
HE-15918,9/24/2017,9/24/2017,Same Day,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,3268
CG-13639,9/24/2017,9/24/2017,Same Day,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,1805
DV-14164,9/25/2015,9/29/2015,Standard Class,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,3326
CM-13774,2/13/2017,2/20/2017,Standard Class,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,2262
AS-11359,2/13/2017,2/20/2017,Standard Class,OFF-AR-10000614,Office Supplies,Art,Barrel Sharpener,2206
HE-15919,10/3/2014,10/3/2014,Same Day,OFF-AR-10004010,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,2278
CG-13640,10/3/2014,10/3/2014,Same Day,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,4278
DV-14165,10/3/2014,10/3/2014,Same Day,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,2203
CM-13775,8/27/2016,8/29/2016,Second Class,OFF-ST-10003572,Office Supplies,Storage,Portfile Personal File Boxes,1052
AS-11360,8/27/2016,8/29/2016,Second Class,OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,2546
HE-15920,12/3/2015,12/7/2015,Standard Class,OFF-BI-10003718,Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System,3989
CG-13641,9/20/2016,9/25/2016,Standard Class,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,3343
DV-14166,9/20/2016,9/25/2016,Standard Class,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",3507
CM-13776,3/25/2017,3/31/2017,Standard Class,OFF-AR-10001547,Office Supplies,Art,Newell 311,3536
AS-11361,12/6/2015,12/11/2015,Standard Class,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",1885
HE-15921,8/31/2017,9/5/2017,Standard Class,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,2089
CG-13642,10/5/2015,10/7/2015,First Class,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,2060
DV-14167,8/18/2017,8/22/2017,Standard Class,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,2299
CM-13777,8/18/2017,8/22/2017,Standard Class,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,4543
AS-11362,2/2/2016,2/7/2016,Standard Class,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",3546
HE-15922,8/23/2016,8/27/2016,Standard Class,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",1282
CG-13643,8/23/2016,8/27/2016,Standard Class,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",1628
DV-14168,8/23/2016,8/27/2016,Standard Class,OFF-AR-10001954,Office Supplies,Art,Newell 331,2879
CM-13778,6/30/2017,7/4/2017,Standard Class,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,2944
AS-11363,9/18/2015,9/21/2015,First Class,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",1355
HE-15923,9/25/2016,9/30/2016,Standard Class,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,1839
CG-13644,9/25/2016,9/30/2016,Standard Class,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,1883
DV-14169,9/25/2016,9/30/2016,Standard Class,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",3292
CM-13779,9/25/2016,9/30/2016,Standard Class,FUR-FU-10000755,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,1306
AS-11364,10/24/2016,10/28/2016,Second Class,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,4886
HE-15924,10/24/2016,10/28/2016,Second Class,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),2784
CG-13645,9/29/2014,10/1/2014,Second Class,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,3378
DV-14170,9/29/2014,10/1/2014,Second Class,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",2943
CM-13780,6/26/2017,7/1/2017,Standard Class,OFF-LA-10004689,Office Supplies,Labels,Avery 512,1831
AS-11365,6/26/2017,7/1/2017,Standard Class,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,2903
HE-15925,8/21/2016,8/23/2016,Second Class,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",3421
CG-13646,2/11/2014,2/15/2014,Standard Class,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,2649
DV-14171,2/11/2014,2/15/2014,Standard Class,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,1139
CM-13781,2/11/2014,2/15/2014,Standard Class,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,2439
AS-11366,9/23/2016,9/28/2016,Second Class,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,4424
HE-15926,12/5/2015,12/6/2015,First Class,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,1015
CG-13647,9/3/2017,9/8/2017,Standard Class,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",3330
DV-14172,9/3/2017,9/8/2017,Standard Class,TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,2038
CM-13782,3/26/2017,4/2/2017,Standard Class,FUR-FU-10004245,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",1674
AS-11367,12/21/2014,12/27/2014,Standard Class,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,3704
HE-15927,12/21/2014,12/27/2014,Standard Class,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,1260
CG-13648,9/23/2014,9/28/2014,Standard Class,OFF-PA-10003063,Office Supplies,Paper,EcoTones Memo Sheets,4246
DV-14173,4/2/2017,4/5/2017,First Class,OFF-AR-10000246,Office Supplies,Art,Newell 318,4874
CM-13783,4/1/2016,4/5/2016,Second Class,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,3003
AS-11368,5/15/2015,5/20/2015,Second Class,OFF-EN-10004147,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,4635
HE-15928,3/23/2017,3/26/2017,First Class,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",3795
CG-13649,4/14/2017,4/19/2017,Standard Class,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,4996
DV-14174,1/4/2015,1/9/2015,Standard Class,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,2170
CM-13784,11/2/2017,11/7/2017,Standard Class,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,4264
AS-11369,7/17/2017,7/19/2017,Second Class,OFF-PA-10004609,Office Supplies,Paper,Xerox 221,2185
HE-15929,7/17/2017,7/19/2017,Second Class,OFF-EN-10002592,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",3278
CG-13650,7/17/2017,7/19/2017,Second Class,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,2025
DV-14175,7/17/2017,7/19/2017,Second Class,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",2221
CM-13785,10/6/2017,10/11/2017,Standard Class,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,3095
AS-11370,11/4/2014,11/11/2014,Standard Class,OFF-AR-10000940,Office Supplies,Art,Newell 343,4603
